Time,TempC,TempF,WindSpeedMiles,WindSpeedKmph,WindDirDegree,WindDir16Point,WeatherDesc,PrecipMM,PrecipInches,Humidity,VisibilityKm,VisibilityMiles,PressureMB,PressureInches,CloudCover,HeatIndexC,HeatIndexF,DewPointC,DewPointF,WindChillC,WindChillF,WindGustMiles,WindGustKmph,FeelsLikeC,FeelsLikeF,Date_Month
1200,32.0,90.0,5,8.0,52.0,11,1,0.0,0.0,24,10,6,1015,30,4.0,32,90,14,56,32.0,90.0,6,9.0,32,90,1
1300,33.0,92.0,5,9.0,143.0,12,1,0.0,0.0,24,10,6,1014,30,4.0,33,91,13,56,33.0,92.0,6,10.0,33,91,1
1400,34.0,93.0,6,9.0,233.0,9,1,0.0,0.0,23,10,6,1013,30,4.0,33,92,13,56,34.0,93.0,7,11.0,33,92,1
1500,33.0,92.0,6,10.0,324.0,1,1,0.0,0.0,23,10,6,1012,30,5.0,33,91,13,55,33.0,92.0,7,11.0,33,91,1
1600,32.0,90.0,7,11.0,319.0,1,1,0.0,0.0,28,10,6,1012,30,4.0,32,89,13,55,32.0,90.0,9,14.0,32,89,1
1700,31.0,87.0,7,12.0,314.0,1,1,0.0,0.0,32,10,6,1012,30,4.0,30,86,13,55,31.0,87.0,10,16.0,30,86,1
1800,29.0,84.0,8,13.0,310.0,1,1,0.0,0.0,37,10,6,1013,30,4.0,29,84,13,55,29.0,84.0,12,19.0,29,84,1
1900,28.0,82.0,6,10.0,325.0,1,0,0.0,0.0,39,10,6,1014,30,4.0,28,82,12,54,28.0,82.0,13,20.0,28,82,1
2000,26.0,80.0,5,8.0,340.0,0,0,0.0,0.0,41,10,6,1014,30,4.0,27,80,12,54,26.0,80.0,12,19.0,27,80,1
2100,25.0,78.0,4,6.0,355.0,3,0,0.0,0.0,44,10,6,1015,30,4.0,26,79,12,53,25.0,78.0,11,17.0,26,79,1
2200,25.0,76.0,3,6.0,248.0,5,0,0.0,0.0,44,10,6,1015,30,4.0,25,78,11,52,25.0,76.0,10,15.0,25,78,1
2300,24.0,75.0,3,5.0,141.0,12,0,0.0,0.0,44,10,6,1015,30,4.0,25,77,11,51,24.0,75.0,9,15.0,25,77,1
0,23.0,73.0,3,5.0,35.0,11,0,0.0,0.0,44,10,6,1014,30,4.0,25,76,10,50,23.0,73.0,6,10.0,25,76,1
100,22.0,71.0,3,5.0,42.0,11,0,0.0,0.0,45,10,6,1014,30,4.0,23,73,12,54,22.0,71.0,6,10.0,22,71,1
200,21.0,70.0,3,5.0,49.0,11,0,0.0,0.0,45,10,6,1014,30,3.0,21,71,12,54,21.0,70.0,6,10.0,21,70,1
300,20.0,68.0,3,5.0,56.0,14,0,0.0,0.0,46,10,6,1014,30,3.0,21,69,12,53,20.0,68.0,6,10.0,20,68,1
400,20.0,68.0,3,5.0,57.0,14,0,0.0,0.0,46,10,6,1014,30,3.0,20,68,12,53,20.0,68.0,7,11.0,20,68,1
500,19.0,67.0,3,6.0,58.0,14,0,0.0,0.0,46,10,6,1015,30,3.0,19,67,11,52,19.0,67.0,7,12.0,19,67,1
600,19.0,67.0,4,6.0,59.0,14,0,0.0,0.0,46,10,6,1015,30,3.0,20,67,11,52,19.0,67.0,8,12.0,19,67,1
700,21.0,69.0,4,6.0,62.0,14,1,0.0,0.0,41,10,6,1016,30,2.0,22,72,11,51,21.0,69.0,7,11.0,21,69,1
800,23.0,73.0,4,7.0,66.0,14,1,0.0,0.0,36,10,6,1017,30,1.0,24,75,11,52,23.0,73.0,6,10.0,24,75,1
900,25.0,77.0,5,8.0,69.0,14,1,0.0,0.0,31,10,6,1018,30,0.0,25,78,10,51,25.0,77.0,6,9.0,25,78,1
1000,28.0,82.0,4,7.0,62.0,14,1,0.0,0.0,27,10,6,1017,30,0.0,27,81,10,50,28.0,82.0,7,12.0,27,81,1
1100,30.0,87.0,4,6.0,55.0,11,1,0.0,0.0,24,10,6,1016,30,0.0,29,85,9,49,30.0,87.0,7,11.0,29,85,1
1200,32.0,89.0,3,5.0,48.0,11,1,0.0,0.0,21,10,6,1016,30,0.0,31,87,10,49,32.0,89.0,3,5.0,31,87,1
1300,33.0,91.0,4,7.0,132.0,12,1,0.0,0.0,21,10,6,1015,30,1.0,31,88,10,49,33.0,91.0,5,8.0,31,88,1
1400,33.0,92.0,6,9.0,217.0,9,1,0.0,0.0,21,10,6,1014,30,1.0,32,89,10,49,33.0,92.0,7,11.0,32,89,1
1500,33.0,91.0,7,12.0,301.0,2,1,0.0,0.0,21,10,6,1013,30,2.0,31,88,10,50,33.0,91.0,8,13.0,31,88,1
1600,32.0,89.0,7,12.0,305.0,1,1,0.0,0.0,25,10,6,1013,30,1.0,31,87,10,50,32.0,89.0,9,15.0,31,87,1
1700,30.0,86.0,7,12.0,308.0,1,1,0.0,0.0,30,10,6,1013,30,1.0,29,84,11,51,30.0,86.0,10,16.0,29,84,1
1800,28.0,83.0,7,12.0,311.0,1,1,0.0,0.0,34,10,6,1014,30,0.0,28,82,11,52,28.0,83.0,11,18.0,28,82,1
1900,27.0,81.0,6,9.0,213.0,8,0,0.0,0.0,36,10,6,1014,30,1.0,27,80,10,51,27.0,81.0,12,19.0,27,80,1
2000,26.0,78.0,4,7.0,116.0,13,0,0.0,0.0,37,10,6,1015,30,1.0,26,78,10,50,26.0,78.0,11,18.0,26,78,1
2100,25.0,76.0,3,5.0,18.0,6,0,0.0,0.0,38,10,6,1016,30,2.0,25,77,9,49,25.0,76.0,10,15.0,25,77,1
2200,24.0,75.0,5,9.0,29.0,6,0,0.0,0.0,37,10,6,1016,30,1.0,25,76,8,47,24.0,75.0,9,15.0,25,76,1
2300,23.0,73.0,3,5.0,41.0,11,0,0.0,0.0,36,10,6,1015,30,1.0,24,75,7,45,23.0,73.0,9,14.0,24,75,1
0,22.0,72.0,3,5.0,52.0,11,0,0.0,0.0,36,10,6,1015,30,0.0,24,75,6,43,22.0,72.0,6,10.0,24,75,1
100,21.0,70.0,3,5.0,53.0,11,0,0.0,0.0,36,10,6,1015,30,0.0,22,71,6,42,21.0,70.0,6,10.0,21,70,1
200,20.0,68.0,3,5.0,53.0,11,0,0.0,0.0,36,10,6,1014,30,0.0,20,69,9,48,20.0,68.0,7,11.0,20,68,1
300,19.0,67.0,3,5.0,54.0,11,0,0.0,0.0,36,10,6,1014,30,0.0,19,67,9,47,19.0,67.0,7,11.0,19,67,1
400,19.0,66.0,3,6.0,55.0,11,0,0.0,0.0,35,10,6,1014,30,0.0,19,66,8,47,19.0,66.0,7,12.0,19,66,1
500,18.5,65.0,4,6.0,55.0,11,0,0.0,0.0,34,10,6,1015,30,0.0,18,66,8,46,18.5,65.0,7,12.0,18,66,1
600,18.5,65.0,4,6.0,56.0,11,0,0.0,0.0,33,10,6,1015,30,0.0,18,66,8,46,18.5,65.0,8,12.0,18,66,1
700,19.0,67.0,4,6.0,59.0,14,1,0.0,0.0,29,10,6,1016,30,0.0,19,67,7,45,19.0,67.0,7,11.0,19,67,1
800,22.0,71.0,4,7.0,62.0,14,1,0.0,0.0,25,10,6,1017,30,0.0,22,72,8,46,22.0,71.0,6,10.0,22,71,1
900,25.0,76.0,5,8.0,65.0,14,1,0.0,0.0,21,10,6,1018,30,0.0,24,76,7,45,25.0,76.0,6,9.0,24,76,1
1000,28.0,82.0,4,7.0,67.0,14,1,0.0,0.0,18,10,6,1017,30,0.0,27,80,7,45,28.0,82.0,5,9.0,27,80,1
1100,30.0,87.0,4,7.0,69.0,14,1,0.0,0.0,15,10,6,1016,30,0.0,29,84,6,43,30.0,87.0,5,8.0,29,84,1
1200,32.0,90.0,4,6.0,70.0,14,1,0.0,0.0,12,10,6,1015,30,0.0,30,87,6,42,32.0,90.0,5,8.0,30,87,1
1300,33.0,92.0,4,6.0,153.0,10,1,0.0,0.0,12,10,6,1014,30,0.0,31,88,5,41,33.0,92.0,5,7.0,31,88,1
1400,34.0,93.0,4,6.0,235.0,9,1,0.0,0.0,13,10,6,1013,30,0.0,32,90,5,41,34.0,93.0,5,7.0,32,90,1
1500,34.0,93.0,4,6.0,318.0,1,1,0.0,0.0,13,10,6,1012,30,0.0,32,89,5,41,34.0,93.0,4,7.0,32,89,1
1600,32.0,90.0,5,8.0,312.0,1,1,0.0,0.0,17,10,6,1012,30,0.0,30,87,5,41,32.0,90.0,7,11.0,30,87,1
1700,30.0,86.0,6,9.0,306.0,1,1,0.0,0.0,22,10,6,1012,30,0.0,29,83,6,43,30.0,86.0,9,14.0,29,83,1
1800,28.0,83.0,7,11.0,300.0,2,1,0.0,0.0,27,10,6,1013,30,0.0,27,81,7,45,28.0,83.0,11,18.0,27,81,1
1900,27.0,80.0,5,8.0,207.0,8,0,0.0,0.0,29,10,6,1013,30,0.0,26,79,7,45,27.0,80.0,12,19.0,26,79,1
2000,25.0,78.0,4,6.0,114.0,13,0,0.0,0.0,31,10,6,1014,30,0.0,25,77,7,44,25.0,78.0,10,17.0,25,77,1
2100,24.0,76.0,5,7.0,22.0,6,0,0.0,0.0,33,10,6,1015,30,0.0,25,76,7,44,24.0,76.0,8,13.0,25,76,1
2200,23.0,74.0,2,3.0,40.0,11,0,0.0,0.0,33,10,6,1014,30,0.0,24,75,6,43,23.0,74.0,8,12.0,24,75,1
2300,23.0,73.0,2,4.0,59.0,14,0,0.0,0.0,33,10,6,1014,30,0.0,24,75,6,42,23.0,73.0,5,8.0,24,75,1
0,22.0,71.0,2,4.0,78.0,14,0,0.0,0.0,34,10,6,1014,30,0.0,24,75,5,41,22.0,71.0,5,8.0,22,71,1
100,21.0,69.0,3,4.0,75.0,14,0,0.0,0.0,34,10,6,1013,30,0.0,22,71,5,41,21.0,69.0,6,9.0,21,69,1
200,20.0,68.0,3,5.0,73.0,14,0,0.0,0.0,34,10,6,1013,30,0.0,20,69,9,49,20.0,68.0,6,10.0,20,68,1
300,20.0,67.0,3,5.0,70.0,14,0,0.0,0.0,34,10,6,1012,30,0.0,20,68,9,48,20.0,67.0,6,10.0,20,67,1
400,19.0,66.0,3,5.0,67.0,14,0,0.0,0.0,32,10,6,1013,30,0.0,19,66,9,48,19.0,66.0,6,10.0,19,66,1
500,18.5,65.0,3,5.0,64.0,14,0,0.0,0.0,31,10,6,1013,30,0.0,19,66,8,47,18.5,65.0,6,10.0,18,66,1
600,19.0,66.0,3,5.0,62.0,14,0,0.0,0.0,30,10,6,1014,30,0.0,19,66,8,46,19.0,66.0,6,10.0,19,66,1
700,20.0,67.0,3,5.0,64.0,14,1,0.0,0.0,27,10,6,1014,30,0.0,20,67,8,46,20.0,67.0,6,9.0,20,67,1
800,22.0,71.0,4,6.0,67.0,14,1,0.0,0.0,23,10,6,1015,30,0.0,22,72,8,47,22.0,71.0,5,9.0,22,71,1
900,25.0,76.0,4,6.0,70.0,14,1,0.0,0.0,20,10,6,1016,30,0.0,24,76,8,46,25.0,76.0,5,8.0,24,76,1
1000,28.0,82.0,3,5.0,155.0,10,1,0.0,0.0,18,10,6,1015,30,0.0,27,80,8,47,28.0,82.0,4,6.0,27,80,1
1100,30.0,87.0,2,3.0,240.0,5,1,0.0,0.0,16,10,6,1014,30,0.0,29,84,8,46,30.0,87.0,3,4.0,29,84,1
1200,32.0,90.0,1,2.0,325.0,1,1,0.0,0.0,13,10,6,1014,30,0.0,30,87,7,45,32.0,90.0,2,3.0,30,87,1
1300,33.0,92.0,4,6.0,311.0,1,1,0.0,0.0,14,10,6,1013,30,0.0,31,88,7,45,33.0,92.0,4,7.0,31,88,1
1400,33.0,92.0,6,10.0,297.0,2,1,0.0,0.0,14,10,6,1012,30,0.0,32,89,7,45,33.0,92.0,10,16.0,32,89,1
1500,33.0,91.0,9,14.0,283.0,2,1,0.0,0.0,15,10,6,1011,30,0.0,31,88,8,46,33.0,91.0,12,20.0,31,88,1
1600,31.0,89.0,8,12.0,283.0,2,1,0.0,0.0,19,10,6,1011,30,0.0,30,85,9,48,31.0,89.0,12,20.0,30,85,1
1700,29.0,85.0,7,11.0,283.0,2,1,0.0,0.0,24,10,6,1011,30,0.0,28,82,6,44,29.0,85.0,10,16.0,28,82,1
1800,28.0,82.0,6,10.0,284.0,2,1,0.0,0.0,28,10,6,1012,30,0.0,27,80,7,45,28.0,82.0,10,16.0,27,80,1
1900,26.0,79.0,5,8.0,204.0,8,0,0.0,0.0,30,10,6,1013,30,0.0,26,78,7,44,26.0,79.0,8,13.0,26,78,1
2000,25.0,76.0,4,6.0,125.0,12,0,0.0,0.0,32,10,6,1013,30,0.0,25,77,7,44,25.0,76.0,7,11.0,25,77,1
2100,23.0,74.0,2,4.0,45.0,11,0,0.0,0.0,33,10,6,1014,30,0.0,24,76,6,43,23.0,74.0,5,8.0,24,76,1
2200,23.0,73.0,3,4.0,44.0,11,0,0.0,0.0,34,10,6,1014,30,0.0,24,75,6,42,23.0,73.0,5,9.0,24,75,1
2300,21.0,70.0,3,4.0,43.0,11,0,0.0,0.0,35,10,6,1014,30,0.0,22,71,6,42,21.0,70.0,6,9.0,21,70,1
0,20.0,68.0,3,5.0,42.0,11,0,0.0,0.0,36,10,6,1013,30,0.0,20,68,10,51,20.0,68.0,6,10.0,20,68,1
100,19.0,66.0,3,4.0,42.0,11,0,0.0,0.0,36,10,6,1013,30,0.0,19,67,10,50,19.0,66.0,6,9.0,19,66,1
200,18.5,65.0,2,4.0,42.0,11,0,0.0,0.0,37,10,6,1012,30,0.0,19,66,10,50,18.5,65.0,5,8.0,18,66,1
300,18.5,65.0,2,4.0,42.0,11,0,0.0,0.0,38,10,6,1012,30,0.0,18,66,10,50,18.5,65.0,5,8.0,18,66,1
400,18.5,64.5,2,4.0,43.0,11,0,0.0,0.0,39,10,6,1012,30,0.0,18,66,10,50,18.5,64.5,5,8.0,18,66,1
500,18.5,64.5,2,4.0,45.0,11,0,0.0,0.0,40,10,6,1012,30,0.0,18,66,10,51,18.5,64.5,5,8.0,18,66,1
600,18.5,64.5,2,4.0,46.0,11,0,0.0,0.0,40,10,6,1013,30,0.0,18,66,10,51,18.5,64.5,5,8.0,18,66,1
700,19.0,66.0,3,5.0,44.0,11,1,0.0,0.0,37,10,6,1013,30,0.0,19,66,10,51,19.0,66.0,5,8.0,19,66,1
800,21.0,69.0,4,6.0,41.0,11,1,0.0,0.0,34,10,6,1014,30,0.0,22,71,11,51,21.0,69.0,5,8.0,21,69,1
900,23.0,74.0,4,7.0,38.0,11,1,0.0,0.0,31,10,6,1015,30,0.0,24,75,10,51,23.0,74.0,5,8.0,24,75,1
1000,26.0,79.0,5,8.0,143.0,12,1,0.0,0.0,26,10,6,1014,30,0.0,26,78,10,49,26.0,79.0,6,9.0,26,78,1
1100,29.0,84.0,5,9.0,247.0,5,1,0.0,0.0,22,10,6,1013,30,0.0,28,82,9,48,29.0,84.0,6,10.0,28,82,1
1200,30.0,86.0,6,9.0,351.0,3,1,0.0,0.0,18,10,6,1013,30,0.0,29,84,9,48,30.0,86.0,7,11.0,29,84,1
1300,31.0,88.0,6,10.0,335.0,0,1,0.0,0.0,18,10,6,1012,30,0.0,30,86,9,48,31.0,88.0,7,12.0,30,86,1
1400,32.0,90.0,7,11.0,318.0,1,1,0.0,0.0,17,10,6,1010,30,0.0,30,87,8,47,32.0,90.0,11,17.0,30,87,1
1500,31.0,88.0,7,12.0,301.0,2,1,0.0,0.0,16,10,6,1009,30,0.0,30,86,9,48,31.0,88.0,12,19.0,30,86,1
1600,30.0,87.0,7,12.0,303.0,2,1,0.0,0.0,24,10,6,1010,30,0.0,29,85,10,50,30.0,87.0,12,20.0,29,85,1
1700,29.0,83.0,7,12.0,305.0,1,1,0.0,0.0,31,10,6,1010,30,0.0,28,82,9,49,29.0,83.0,10,17.0,28,82,1
1800,27.0,80.0,7,12.0,306.0,1,1,0.0,0.0,38,10,6,1011,30,0.0,27,80,11,52,27.0,80.0,11,18.0,27,80,1
1900,25.0,77.0,6,10.0,322.0,1,0,0.0,0.0,41,10,6,1012,30,0.0,26,78,11,52,25.0,77.0,10,16.0,26,78,1
2000,24.0,75.0,5,8.0,337.0,0,0,0.0,0.0,45,10,6,1013,30,0.0,25,77,11,52,24.0,75.0,9,14.0,25,77,1
2100,23.0,73.0,4,6.0,352.0,3,0,0.0,0.0,48,10,6,1013,30,0.0,25,77,11,51,23.0,73.0,7,12.0,25,77,1
2200,22.0,71.0,4,6.0,353.0,3,0,0.0,0.0,54,10,6,1013,30,0.0,23,73,12,53,22.0,71.0,7,12.0,22,71,1
2300,21.0,69.0,3,6.0,353.0,3,0,0.0,0.0,59,10,6,1013,30,0.0,21,70,12,54,21.0,69.0,7,11.0,21,69,1
0,20.0,68.0,3,5.0,354.0,3,0,0.0,0.0,64,10,6,1013,30,0.0,21,69,13,55,20.0,68.0,7,11.0,20,68,1
100,20.0,68.0,3,5.0,251.0,5,0,0.0,0.0,66,10,6,1013,30,0.0,20,68,13,56,20.0,68.0,6,10.0,20,68,1
200,19.0,67.0,3,4.0,149.0,10,0,0.0,0.0,69,10,6,1013,30,0.0,19,67,13,56,19.0,67.0,6,9.0,19,67,1
300,19.0,66.0,2,4.0,47.0,11,0,0.0,0.0,71,10,6,1013,30,0.0,19,66,14,56,19.0,66.0,5,8.0,19,66,1
400,19.0,66.0,2,4.0,53.0,11,0,0.0,0.0,71,10,6,1013,30,0.0,19,66,14,56,19.0,66.0,5,8.0,19,66,1
500,19.0,66.0,2,4.0,59.0,14,0,0.0,0.0,72,10,6,1013,30,0.0,19,66,13,56,19.0,66.0,5,7.0,19,66,1
600,19.0,66.0,2,4.0,65.0,14,0,0.0,0.0,72,10,6,1014,30,0.0,19,66,13,56,19.0,66.0,4,7.0,19,66,1
700,19.0,67.0,3,5.0,53.0,11,1,0.0,0.0,68,10,6,1014,30,0.0,19,67,15,59,19.0,67.0,5,7.0,19,67,1
800,21.0,70.0,3,6.0,42.0,11,1,0.0,0.0,64,10,6,1015,30,0.0,22,72,16,60,21.0,70.0,5,7.0,21,70,1
900,23.0,74.0,4,6.0,30.0,6,1,0.0,0.0,60,10,6,1016,30,0.0,24,76,15,58,23.0,74.0,5,8.0,24,76,1
1000,25.0,77.0,4,7.0,128.0,12,1,0.0,0.0,52,10,6,1015,30,0.0,26,78,15,58,25.0,77.0,9,14.0,26,78,1
1100,27.0,81.0,5,8.0,225.0,9,1,0.0,0.0,44,10,6,1015,30,0.0,27,81,14,57,27.0,81.0,9,15.0,27,81,1
1200,28.0,83.0,5,8.0,322.0,1,1,0.0,0.0,35,10,6,1014,30,0.0,28,83,14,57,28.0,83.0,9,15.0,28,83,1
1300,29.0,84.0,7,11.0,316.0,1,1,0.0,0.0,34,10,6,1013,30,0.0,29,84,13,56,29.0,84.0,11,17.0,29,84,1
1400,30.0,85.0,8,13.0,309.0,1,1,0.0,0.0,32,10,6,1012,30,0.0,29,85,13,55,30.0,85.0,12,20.0,29,85,1
1500,29.0,84.0,10,15.0,302.0,2,1,0.0,0.0,31,10,6,1011,30,0.0,29,83,12,54,29.0,84.0,14,22.0,29,83,1
1600,28.0,82.0,9,14.0,307.0,1,1,0.0,0.0,36,10,6,1012,30,0.0,28,82,12,54,28.0,82.0,14,22.0,28,82,1
1700,26.0,79.0,8,13.0,312.0,1,1,0.0,0.0,41,10,6,1012,30,0.0,26,80,12,54,26.0,79.0,13,21.0,26,80,1
1800,24.0,76.0,7,11.0,317.0,1,1,0.0,0.0,47,10,6,1013,30,0.0,26,78,12,54,24.0,76.0,10,16.0,26,78,1
1900,23.0,73.0,6,10.0,328.0,0,0,0.0,0.0,49,10,6,1013,30,0.0,25,77,12,53,23.0,73.0,10,16.0,25,77,1
2000,22.0,71.0,6,9.0,340.0,0,0,0.0,0.0,52,10,6,1014,30,0.0,23,73,11,52,22.0,71.0,10,15.0,22,71,1
2100,21.0,69.0,5,8.0,352.0,3,0,0.0,0.0,55,10,6,1014,30,0.0,21,70,11,52,21.0,69.0,9,15.0,21,69,1
2200,20.0,67.0,4,7.0,236.0,9,0,0.0,0.0,58,10,6,1014,30,0.0,20,68,11,52,20.0,67.0,9,14.0,20,67,1
2300,19.0,66.0,4,6.0,119.0,13,0,0.0,0.0,60,10,6,1014,30,0.0,19,66,11,52,19.0,66.0,8,12.0,19,66,1
0,18.5,65.0,3,5.0,3.0,3,0,0.0,0.0,62,10,6,1014,30,0.0,18,66,11,52,18.5,65.0,7,11.0,18,66,1
100,18.5,64.5,3,5.0,10.0,3,0,0.0,0.0,62,10,6,1013,30,0.0,18,66,10,51,18.5,64.5,7,11.0,18,66,1
200,18.5,64.5,3,5.0,17.0,6,0,0.0,0.0,62,10,6,1013,30,0.0,18,66,10,50,18.5,64.5,6,10.0,18,66,1
300,18.5,64.5,3,5.0,23.0,6,0,0.0,0.0,62,10,6,1013,30,0.0,18,66,10,49,18.5,64.5,6,10.0,18,66,1
400,18.5,64.5,3,5.0,30.0,6,0,0.0,0.0,61,10,6,1013,30,0.0,18,66,9,48,18.5,64.5,6,10.0,18,66,1
500,18.5,64.5,3,5.0,36.0,11,0,0.0,0.0,59,10,6,1013,30,0.0,18,66,10,50,18.5,64.5,6,10.0,18,66,1
600,18.5,64.5,3,5.0,42.0,11,0,0.0,0.0,58,10,6,1013,30,0.0,18,66,10,49,18.5,64.5,6,10.0,18,66,1
700,18.5,64.5,3,5.0,42.0,11,1,0.0,0.0,51,10,6,1014,30,0.0,18,66,9,49,18.5,64.5,8,13.0,18,66,1
800,19.0,66.0,3,5.0,42.0,11,1,0.0,0.0,44,10,6,1015,30,0.0,20,68,10,49,19.0,66.0,8,12.0,19,66,1
900,21.0,70.0,3,5.0,42.0,11,1,0.0,0.0,37,10,6,1015,30,0.0,22,72,6,43,21.0,70.0,8,13.0,21,70,1
1000,24.0,75.0,3,6.0,138.0,12,1,0.0,0.0,31,10,6,1015,30,0.0,24,76,8,47,24.0,75.0,8,13.0,24,76,1
1100,26.0,80.0,4,6.0,233.0,9,1,0.0,0.0,25,10,6,1014,30,0.0,26,79,8,46,26.0,80.0,8,13.0,26,79,1
1200,28.0,83.0,4,6.0,329.0,0,1,0.0,0.0,19,10,6,1013,30,0.0,27,81,8,46,28.0,83.0,8,13.0,27,81,1
1300,29.0,85.0,5,8.0,316.0,1,1,0.0,0.0,19,10,6,1012,30,0.0,28,83,8,46,29.0,85.0,9,14.0,28,83,1
1400,30.0,87.0,6,10.0,303.0,2,1,0.0,0.0,18,10,6,1011,30,0.0,29,84,8,46,30.0,87.0,10,17.0,29,84,1
1500,30.0,86.0,8,12.0,290.0,2,1,0.0,0.0,18,10,6,1010,30,0.0,28,83,7,45,30.0,86.0,12,19.0,28,83,1
1600,29.0,85.0,7,11.0,289.0,2,1,0.0,0.0,23,10,6,1011,30,0.0,28,82,8,46,29.0,85.0,12,19.0,28,82,1
1700,28.0,82.0,6,10.0,289.0,2,1,0.0,0.0,29,10,6,1011,30,0.0,27,80,8,47,28.0,82.0,11,17.0,27,80,1
1800,26.0,79.0,6,9.0,289.0,2,1,0.0,0.0,34,10,6,1012,30,0.0,26,79,9,48,26.0,79.0,11,17.0,26,79,1
1900,24.0,76.0,5,8.0,308.0,1,0,0.0,0.0,36,10,6,1012,30,0.0,25,77,8,47,24.0,76.0,11,18.0,25,77,1
2000,23.0,73.0,4,7.0,327.0,0,0,0.0,0.0,38,10,6,1013,30,0.0,24,76,8,46,23.0,73.0,11,18.0,24,76,1
2100,22.0,71.0,4,6.0,346.0,0,0,0.0,0.0,40,10,6,1014,30,0.0,22,72,7,45,22.0,71.0,11,18.0,22,71,1
2200,20.0,69.0,4,6.0,240.0,5,0,0.0,0.0,42,10,6,1014,30,0.0,21,70,7,44,20.0,69.0,11,17.0,20,69,1
2300,20.0,67.0,3,5.0,134.0,12,0,0.0,0.0,43,10,6,1014,30,0.0,20,68,7,44,20.0,67.0,10,16.0,20,67,1
0,18.5,65.0,3,5.0,27.0,6,0,0.0,0.0,45,10,6,1014,30,0.0,18,66,6,43,18.5,65.0,9,15.0,18,66,1
100,18.5,64.5,3,5.0,35.0,11,0,0.0,0.0,45,10,6,1013,30,0.0,18,66,9,48,18.5,64.5,9,14.0,18,66,1
200,18.5,64.5,3,4.0,43.0,11,0,0.0,0.0,45,10,6,1013,30,0.0,18,66,8,47,18.5,64.5,8,13.0,18,66,1
300,18.5,64.5,2,4.0,52.0,11,0,0.0,0.0,46,10,6,1012,30,0.0,18,66,6,42,18.5,64.5,5,8.0,18,66,1
400,18.5,64.5,3,4.0,50.0,11,0,0.0,0.0,46,10,6,1012,30,0.0,18,66,5,41,18.5,64.5,5,9.0,18,66,1
500,18.5,64.5,3,4.0,48.0,11,0,0.0,0.0,46,10,6,1012,30,0.0,18,66,8,46,18.5,64.5,6,9.0,18,66,1
600,18.5,64.5,3,5.0,47.0,11,0,0.0,0.0,46,10,6,1013,30,0.0,18,66,8,46,18.5,64.5,6,10.0,18,66,1
700,18.5,64.5,3,5.0,53.0,11,1,0.0,0.0,41,10,6,1013,30,0.0,18,66,8,46,18.5,64.5,5,8.0,18,66,1
800,19.0,66.0,3,5.0,59.0,14,1,0.0,0.0,36,10,6,1014,30,0.0,19,66,8,47,19.0,66.0,7,11.0,19,66,1
900,21.0,70.0,3,5.0,65.0,14,1,0.0,0.0,31,10,6,1015,30,0.0,22,71,8,46,21.0,70.0,7,11.0,21,70,1
1000,24.0,76.0,3,5.0,151.0,10,1,0.0,0.0,27,10,6,1014,30,0.0,24,75,8,47,24.0,76.0,6,10.0,24,75,1
1100,27.0,81.0,3,6.0,237.0,5,1,0.0,0.0,23,10,6,1013,30,0.0,26,79,9,47,27.0,81.0,6,10.0,26,79,1
1200,29.0,84.0,4,6.0,323.0,1,1,0.0,0.0,18,10,6,1012,30,0.0,28,82,9,48,29.0,84.0,7,11.0,28,82,1
1300,30.0,86.0,5,8.0,311.0,1,1,0.0,0.0,18,10,6,1011,30,0.0,29,84,9,48,30.0,86.0,8,13.0,29,84,1
1400,31.0,88.0,6,10.0,299.0,2,1,0.0,0.0,17,10,6,1010,30,0.0,29,85,9,48,31.0,88.0,10,16.0,29,85,1
1500,30.0,87.0,8,13.0,286.0,2,1,0.0,0.0,17,10,6,1008,30,0.0,29,84,9,48,30.0,87.0,12,19.0,29,84,1
1600,29.0,85.0,7,12.0,287.0,2,1,0.0,0.0,23,10,6,1009,30,0.0,28,82,9,49,29.0,85.0,13,20.0,28,82,1
1700,27.0,81.0,7,11.0,288.0,2,1,0.0,0.0,29,10,6,1009,30,0.0,27,80,8,46,27.0,81.0,12,19.0,27,80,1
1800,25.0,78.0,6,10.0,289.0,2,1,0.0,0.0,35,10,6,1010,30,0.0,26,78,9,48,25.0,78.0,10,15.0,26,78,1
1900,24.0,75.0,5,9.0,306.0,1,0,0.0,0.0,38,10,6,1011,30,0.0,25,77,8,47,24.0,75.0,9,14.0,25,77,1
2000,22.0,72.0,4,7.0,324.0,1,0,0.0,0.0,40,10,6,1012,30,0.0,23,73,8,46,22.0,72.0,8,13.0,23,73,1
2100,21.0,70.0,4,6.0,341.0,0,0,0.0,0.0,43,10,6,1013,30,0.0,21,71,8,46,21.0,70.0,7,12.0,21,70,1
2200,20.0,69.0,3,5.0,238.0,5,0,0.0,0.0,44,10,6,1012,30,0.0,20,69,7,45,20.0,69.0,6,10.0,20,69,1
2300,20.0,67.0,3,4.0,135.0,12,0,0.0,0.0,44,10,6,1012,30,0.0,20,67,7,45,20.0,67.0,6,9.0,20,67,1
0,19.0,66.0,2,4.0,32.0,6,0,0.0,0.0,45,10,6,1011,30,0.0,19,66,7,44,19.0,66.0,5,8.0,19,66,1
100,18.5,65.0,2,4.0,28.0,6,0,0.0,0.0,45,10,6,1011,30,0.0,19,66,6,43,18.5,65.0,5,8.0,18,66,1
